Date,ProductName,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email,DayOfWeek,TotalSales
2023-01-20 11:00:00,Pizza Pepperoni,3,14.04596459,North,Credit Card,TRUE,Sunny,27.50457735,Excellent,Negative,29,Online Order,Ashley Gonzalez,"7246 Lopez Union
Port Daniel, ND 33253",271-765-1024x9756,whiterobert@example.com,Clifford Perez,ramirezethan@example.net,Friday,42.13789378
2023-01-20 12:00:00,Red Velvet Cake,5,17.53111746,North,Credit Card,TRUE,Rainy,,Excellent,,15,In Store,Tracy Porter,"75078 Emily Road
Laurieburgh, VI 62443",001-531-738-2728,walkerjonathan@example.com,Christina Gonzales,wfarrell@example.org,Friday,87.65558731
2023-01-20 13:00:00,Pizza Pepperoni,2,16.76631287,North,Cash,FALSE,Sunny,33.79806401,Good,,16,In Store,Patrick Scott,"417 Ritter Highway
Justinberg, PA 57786",764-410-8551x809,vdennis@example.org,Justin Boyd,zstewart@example.org,Friday,33.53262574
2023-01-20 14:00:00,Vanilla Cake,4,10.65478313,West,Cash,FALSE,Sunny,20.82734886,Excellent,Neutral,22,Online Order,Amanda Wilson,"981 Melanie Corners Apt. 600
Christinachester, PR 90968",214-428-4078,michaelsmith@example.com,Brandon Kirby,,Friday,42.61913252
2023-01-20 15:00:00,Cheesecake,4,13.27985453,South,Cash,FALSE,Cloudy,,Excellent,Positive,36,In Store,Brian Williamson,"9413 Tony Pike
East Erica, CO 01131",309-344-5472x067,xgonzales@example.net,Rebecca Bean,donaldsmith@example.org,Friday,53.11941813
2023-01-20 16:00:00,Pizza Margherita,2,17.07129683,East,Credit Card,FALSE,Cloudy,20.56546086,Excellent,Negative,39,Phone Order,Deborah Williams,"Unit 8008 Box 8461
DPO AE 45939",001-489-847-6268x13081,curtis91@example.org,Jennifer Stark,,Friday,34.14259366
2023-01-20 17:00:00,Vanilla Cake,2,5.690851013,South,Credit Card,TRUE,Cloudy,25.50754439,Good,Neutral,16,In Store,Johnny Davies,"Unit 8954 Box 8411
DPO AE 84647",549-889-3426x72177,michaelriley@example.org,Jose Rosales,kristenwilkerson@example.net,Friday,11.38170203
2023-01-20 18:00:00,Cheesecake,3,17.12118924,North,Online,FALSE,Sunny,28.13449963,Average,Negative,23,In Store,Dawn Bishop,"547 Kathleen Groves Apt. 919
Lake Aaron, AZ 15334",7935454336,eddieknight@example.net,Michael Smith,jacob88@example.com,Friday,51.36356771
2023-01-20 19:00:00,Pizza Margherita,4,7.668321861,West,Credit Card,FALSE,Sunny,22.22151198,Poor,Positive,23,Phone Order,Joy Brooks,"1207 Stephanie Causeway Apt. 960
East Lindseybury, FM 45572",001-821-598-8730,coleaustin@example.net,Brent Andersen,dwilliams@example.net,Friday,30.67328744
2023-01-20 20:00:00,Cheesecake,4,12.72025426,South,Cash,FALSE,Sunny,31.19470719,Poor,Negative,27,In Store,Diane Esparza,"568 Nelson Plains
Smithborough, IN 53631",001-201-636-7945,robertolee@example.net,Tina Brown,lpacheco@example.org,Friday,50.88101703
2023-01-20 21:00:00,Chocolate Cake,3,17.12413159,North,Credit Card,TRUE,Rainy,20.12532056,Good,Negative,20,In Store,Cody Mclaughlin,"890 Clayton Greens
Lake Judyfort, MS 93384",(702)680-5276,emeyer@example.org,Jessica Mckee,jtaylor@example.net,Friday,51.37239478
2023-01-20 22:00:00,Red Velvet Cake,1,8.807316172,East,Online,FALSE,Rainy,,Poor,Positive,44,Online Order,Alexandra Alexander,"103 Ashley Mission Suite 144
South April, MO 61203",(254)407-3552x2996,,Bryan Craig,seanmurphy@example.com,Friday,8.807316172
2023-01-20 23:00:00,Vanilla Cake,3,8.68711159,East,Online,FALSE,Sunny,28.71195245,Good,Positive,29,Phone Order,Jennifer Dawson,"112 Michelle Walk
West Corey, CA 48536",624-719-8069x15931,agarcia@example.net,Lisa Garner,fpowell@example.com,Friday,26.06133477
2023-01-21 00:00:00,Vanilla Cake,5,11.04146598,East,Cash,TRUE,Cloudy,30.71581343,Good,Neutral,29,Phone Order,Ashley Savage,"7600 James Port
Susanbury, PA 60133",+1-552-486-5118,,Jacob Hart,virginiaparker@example.org,Saturday,55.20732988
2023-01-21 01:00:00,Carrot Cake,4,18.41964196,North,Cash,TRUE,Cloudy,33.74964654,Poor,Positive,21,Online Order,Breanna Mcneil,"USS Simmons
FPO AP 50906",(615)769-0619x22920,rebecca35@example.org,Bryan Miller,msimmons@example.com,Saturday,73.67856785
2023-01-21 02:00:00,Fruit Cake,2,5.006641722,West,Online,TRUE,Cloudy,30.58244978,Excellent,Neutral,25,Online Order,David Lee,"0759 Glenn Union
New Christopherhaven, RI 36506",001-976-988-1029,michaelmartinez@example.com,Aaron Richardson,kaitlynhaley@example.com,Saturday,10.01328344
2023-01-21 03:00:00,Chocolate Cake,5,18.52074645,South,Online,TRUE,Sunny,30.07668905,Average,Negative,54,In Store,Tristan Jimenez,"9508 Gina Canyon
New Tiffany, AZ 27745",727.347.2038,ashleysanders@example.com,David Brown,turnerlydia@example.org,Saturday,92.60373225
2023-01-21 04:00:00,Chocolate Cake,4,7.30710537,East,Online,FALSE,Cloudy,25.9151172,Poor,,52,In Store,Kenneth Martin,"8027 Ashley Skyway Apt. 593
Williefort, MN 77322",4114955125,nelsonallison@example.com,Peter Orozco,christopher67@example.org,Saturday,29.22842148
2023-01-21 05:00:00,Pizza Pepperoni,3,19.85129564,North,Cash,TRUE,Sunny,20.01926638,Poor,,54,In Store,Robert Andrews,"098 York Port Suite 096
Mariaburgh, AZ 81703",772.758.1589x90503,gomezkimberly@example.com,Jose Taylor,david68@example.org,Saturday,59.55388692
2023-01-21 06:00:00,Cheesecake,5,19.3227049,North,Online,FALSE,Rainy,21.80238888,Poor,,16,Online Order,Donna Miller,"0163 Bates Light Suite 021
Lake Daniel, GU 68469",557-345-2055x66539,nancy14@example.com,Makayla Morgan,rayjames@example.com,Saturday,96.61352448
2023-01-21 07:00:00,Fruit Cake,4,12.42012784,South,Online,FALSE,Cloudy,28.01831817,Poor,Positive,53,Phone Order,Dana Diaz,"6581 Donna Cliffs
New Randy, ND 06108",(757)614-1542,,Joy Rivera,hflores@example.net,Saturday,49.68051138
2023-01-21 08:00:00,Red Velvet Cake,1,12.69080372,East,Cash,FALSE,Rainy,30.12694829,Good,Negative,24,In Store,Theresa Thompson,"04111 Donovan Dale Apt. 244
Anthonytown, OH 71308",788.296.8642,james46@example.com,Lynn Rodriguez,nathaniel99@example.com,Saturday,12.69080372
2023-01-21 09:00:00,Red Velvet Cake,1,12.2232401,North,Credit Card,FALSE,Cloudy,26.26172426,Good,Neutral,58,Online Order,Anthony Mendez,"978 Taylor Rest Apt. 397
Grahammouth, NM 02070",(842)390-0229x327,jamie61@example.org,Daniel Lee,katherinepalmer@example.org,Saturday,12.2232401
2023-01-21 10:00:00,Chocolate Cake,2,14.53165468,South,Credit Card,FALSE,Sunny,30.96018517,Average,Negative,31,Phone Order,Randy Reid,"3149 Julia Mill
Evelynmouth, CT 23470",5144208139,patricia94@example.com,Steven Jones,howelladam@example.com,Saturday,29.06330937
2023-01-21 11:00:00,Red Velvet Cake,4,6.360825534,West,Online,TRUE,Sunny,27.82793443,Average,Negative,21,Online Order,Cynthia Davis,"915 Lawrence Roads Apt. 832
Robertmouth, MH 73122",001-958-490-2158x4629,kdaniel@example.net,Joseph Whitaker,carpenteramanda@example.com,Saturday,25.44330213
2023-01-21 12:00:00,Carrot Cake,1,5.489269225,West,Credit Card,FALSE,Sunny,21.11264293,Poor,Positive,54,In Store,Lisa Hall,"728 Campbell Way Suite 753
Chandlerfort, VI 54423",722-888-5563x710,karen51@example.net,Jackie Gonzalez,edwardsalyssa@example.org,Saturday,5.489269225
2023-01-21 13:00:00,Vanilla Cake,3,5.865543926,West,Credit Card,FALSE,Sunny,22.88024376,Poor,Neutral,53,Online Order,Robin Payne,"252 Horn Shore
South Elizabethburgh, CO 17609",(506)288-3785,jbenitez@example.com,Joseph Wilson,stephen06@example.net,Saturday,17.59663178
2023-01-21 14:00:00,Pizza Beef Double decker,4,11.66548024,East,Credit Card,FALSE,Cloudy,32.59997335,Poor,Negative,18,Online Order,Mary Johnson,"029 Young Islands Suite 601
Lake Natashaville, PW 92957",375-573-1611,christian30@example.net,Tracy Walker,duffyjohnny@example.com,Saturday,46.66192095
2023-01-21 15:00:00,Pizza Pepperoni,3,9.133219088,South,Credit Card,TRUE,Rainy,30.8736912,Average,Positive,49,Online Order,Jacob Dixon,"78252 Taylor Course Suite 722
Julieborough, WI 50611",(728)820-1372x8319,lwarren@example.com,Sarah Smith,steven17@example.com,Saturday,27.39965726
2023-01-21 16:00:00,Cheesecake,3,14.33059344,South,Online,FALSE,Sunny,33.42142981,Poor,Negative,50,Online Order,Stephen Simmons,"8410 Williams Pike Apt. 670
South Edward, IA 02360",657.505.4673x66081,kimberly49@example.com,Kimberly Garcia,jenniferreed@example.net,Saturday,42.99178031
2023-01-21 17:00:00,Cheesecake,1,19.88663434,North,Credit Card,FALSE,Cloudy,21.76335874,Excellent,Negative,45,Phone Order,Jon Smith MD,"USNV Griffin
FPO AA 00875",332-889-5958x7970,steven59@example.com,Mr. William Garrison DDS,ricesarah@example.com,Saturday,19.88663434
2023-01-21 18:00:00,Pizza Margherita,4,10.7948476,North,Credit Card,TRUE,Rainy,34.85333802,Average,Positive,39,In Store,Dr. Robert Medina,"4208 Griffin Mountain
North Linda, AK 14414",5209192280,garciaalexander@example.org,Daniel Christian,hendricksshane@example.org,Saturday,43.17939038
2023-01-21 19:00:00,Pizza Beef Double decker,5,13.60761881,North,Cash,FALSE,Sunny,23.14110071,Excellent,Positive,55,Phone Order,James Hart,"875 Justin Pine
South Heather, ID 17561",823.229.6072x658,rachelolson@example.org,Laura Walters,brittany97@example.org,Saturday,68.03809406
2023-01-21 20:00:00,Chocolate Cake,1,11.23405844,South,Online,FALSE,Rainy,20.17669814,Poor,Neutral,27,Online Order,Lisa Wilkinson,"0666 Crawford Estates
West Ryan, FL 98865",917-350-5776x33158,lcurtis@example.net,Thomas Mason,williamrivas@example.org,Saturday,11.23405844
2023-01-21 21:00:00,Carrot Cake,1,17.70907502,North,Cash,TRUE,Sunny,34.96134409,Good,Negative,32,Online Order,Monique Anderson,"242 Jamie Cape Apt. 161
Alyssaburgh, VT 03451",290-404-8149,iwalker@example.com,Amy Lowery,,Saturday,17.70907502
2023-01-21 22:00:00,Vanilla Cake,4,18.53354605,South,Cash,FALSE,Rainy,24.21610828,Excellent,Neutral,35,In Store,Robert Mcclure,"1170 Jorge Drive Suite 261
Lake Jamie, PR 60468",3452495382,davidgomez@example.org,Stacey Mckenzie,wilsonbenjamin@example.net,Saturday,74.13418421
2023-01-21 23:00:00,Vanilla Cake,4,18.16033418,South,Online,FALSE,Rainy,,Average,Positive,15,In Store,Patrick Alexander,"0521 Mercer Park Apt. 757
Nicholasport, WY 55619",+1-760-763-4193,gonzalesamber@example.com,Jennifer Herman,mwilson@example.com,Saturday,72.64133673
2023-01-22 00:00:00,Carrot Cake,3,19.61558358,West,Credit Card,FALSE,Sunny,22.65023471,Excellent,Positive,50,Phone Order,Suzanne Smith,"695 Gutierrez Drive
South Dalton, MN 89932",(210)271-8926,jefferywaters@example.com,Phillip Vincent,mary03@example.com,Sunday,58.84675074
2023-01-22 01:00:00,Fruit Cake,4,5.412787777,North,Cash,FALSE,Cloudy,28.70342798,Average,Negative,22,Phone Order,Theresa Stanley,"427 Jessica Shoal Suite 277
North Erin, AS 93068",001-952-260-1400x746,simpsonalexander@example.net,William Reynolds,ivalentine@example.net,Sunday,21.65115111
2023-01-22 02:00:00,Pizza Margherita,3,17.59724243,West,Online,FALSE,Rainy,33.5605248,Poor,Neutral,35,In Store,David Odonnell,"6674 Hines Springs Suite 622
Nguyenville, FM 25013",217-484-7780,hansendeborah@example.net,Todd Rivera,,Sunday,52.7917273
2023-01-22 03:00:00,Cheesecake,1,16.2765826,East,Credit Card,TRUE,Sunny,24.80271751,Excellent,Neutral,57,Phone Order,Curtis Hernandez,"980 Lawrence Stream
West Grantburgh, TN 47950",+1-724-362-1021x89176,stacy55@example.org,Taylor Mcmahon,oguzman@example.org,Sunday,16.2765826
2023-01-22 04:00:00,Pizza Beef Double decker,2,8.430416141,East,Online,TRUE,Rainy,30.05380964,Good,Negative,35,Online Order,Peter Bennett,"20652 Lewis Meadows
Port Theresa, ME 49930",+1-891-995-7757x176,collinslinda@example.net,Patrick Diaz,nnewton@example.org,Sunday,16.86083228
2023-01-22 05:00:00,Red Velvet Cake,5,19.3448014,East,Cash,TRUE,Rainy,22.81855383,Excellent,Negative,41,Online Order,Danielle Sanders,"325 Brown Forks
Christopherfurt, OR 40024",3492919464,,James Simmons,,Sunday,96.724007
2023-01-22 06:00:00,Pizza Margherita,1,7.222668923,South,Credit Card,FALSE,Cloudy,29.37193098,Good,Neutral,33,In Store,Cindy Wilson,"Unit 5084 Box 9096
DPO AP 86236",(900)949-5251x446,,Michael Vang,karenrosario@example.net,Sunday,7.222668923
2023-01-22 07:00:00,Pizza Beef Double decker,4,15.19324891,South,Credit Card,FALSE,Rainy,,Average,Positive,37,Phone Order,Nathan Robinson,"468 Kristen Port
Millerview, DC 36829",998-733-0060,melissa55@example.org,Ashley Martinez,shayden@example.com,Sunday,60.77299563
2023-01-22 08:00:00,Pizza Pepperoni,5,8.373353252,South,Online,FALSE,Rainy,23.16812388,Poor,Positive,57,Online Order,Hannah Flores,"6475 Ricky Forks Apt. 307
Janemouth, PW 29430",(906)299-3019x72355,griffincarol@example.net,Clifford Moon,daniel86@example.com,Sunday,41.86676626
2023-01-22 09:00:00,Pizza Pepperoni,2,11.47070973,North,Credit Card,TRUE,Sunny,24.69773076,Poor,Negative,49,In Store,Audrey Richardson,"48311 Russell Cliff Apt. 656
South Jaclynchester, AZ 42853",(518)913-3773x83459,douglas70@example.org,Frank Salinas,astrong@example.net,Sunday,22.94141946
2023-01-22 10:00:00,Pizza Margherita,2,15.78739845,West,Cash,FALSE,Sunny,22.68261603,Good,Neutral,54,Phone Order,Tracy Diaz,"24842 Valerie Drive Apt. 019
Port George, ME 58752",001-311-560-1574x9389,cortiz@example.com,John Mendoza,jim55@example.org,Sunday,31.57479691
2023-01-22 11:00:00,Chocolate Cake,3,13.44986963,South,Cash,FALSE,Cloudy,33.52874162,Average,,56,Online Order,Marcus Butler,"3743 Lindsey Canyon
Susantown, NE 67705",+1-966-626-7832,william81@example.net,Michelle Hernandez,zparker@example.net,Sunday,40.34960889
2023-01-22 12:00:00,Pizza Beef Double decker,5,11.41252747,West,Cash,FALSE,Rainy,25.95780329,Poor,Neutral,19,Phone Order,Samuel Salazar,"53121 Marissa Glen
West Sherylbury, AZ 62765",+1-989-257-2508x02077,kristiewalker@example.net,Tammy Cervantes,richardjackson@example.org,Sunday,57.06263735
2023-01-22 13:00:00,Pizza Beef Double decker,3,9.895076464,West,Online,TRUE,Rainy,23.67918957,Average,,55,Phone Order,Caitlin Smith,"98859 Deborah Isle Suite 034
Robertside, VA 11629",526-987-6705x70130,franciscojohnson@example.org,Matthew Bailey,randalldavis@example.org,Sunday,29.68522939
2023-01-22 14:00:00,Carrot Cake,1,17.59489484,West,Credit Card,TRUE,Rainy,26.72611762,Good,Positive,22,Phone Order,Michael Fisher,"824 Brown Flat Apt. 672
Port Travismouth, CA 32445",+1-422-814-7140x793,ortizshannon@example.net,Cynthia Davis,jose88@example.org,Sunday,17.59489484
2023-01-22 15:00:00,Chocolate Cake,5,7.157215255,North,Credit Card,FALSE,Cloudy,24.8080425,Good,Neutral,25,In Store,Robert Williams,"175 Curtis Trafficway
Jamesport, CA 78426",(572)407-7118x706,pramos@example.com,Devin York,dana10@example.com,Sunday,35.78607627
2023-01-22 16:00:00,Cheesecake,1,11.45154315,North,Credit Card,FALSE,Rainy,31.16628881,Excellent,Neutral,30,Online Order,Amanda Gray,"2210 Carol Well Suite 585
Davidborough, OH 61894",(488)631-2286,rcurtis@example.org,Joseph Rodriguez,rwheeler@example.com,Sunday,11.45154315
2023-01-22 17:00:00,Cheesecake,3,18.55636358,East,Cash,FALSE,Sunny,34.56829868,Poor,Negative,53,In Store,Kerri Taylor,"962 Steven Turnpike Apt. 787
Carolton, VT 70610",969-246-4908x607,william80@example.net,Kevin Smith,holly40@example.org,Sunday,55.66909073
2023-01-22 18:00:00,Red Velvet Cake,5,17.68774326,East,Credit Card,TRUE,Cloudy,26.57050485,Poor,,38,Online Order,Michael Trevino,"33136 Erin Views
West Teresa, DC 60663",(556)559-0105x50341,rjackson@example.org,Anna Harris,allison31@example.net,Sunday,88.43871628
2023-01-22 19:00:00,Vanilla Cake,3,11.01412644,West,Cash,TRUE,Sunny,32.915501,Excellent,Neutral,35,Online Order,Robert Wilson,"77680 Bryan Circles Suite 820
Conwayfurt, SC 64270",001-274-244-8263x3356,oburton@example.org,Jessica Jones,williamsjuan@example.org,Sunday,33.04237931
2023-01-22 20:00:00,Pizza Pepperoni,5,16.44662545,East,Credit Card,TRUE,Sunny,28.4879461,Good,Neutral,37,In Store,Jamie Wagner,"167 Philip Lakes Suite 157
Bartlettmouth, VI 39964",690-465-5021x229,,Christopher Cox,melissajohnson@example.org,Sunday,82.23312727
2023-01-22 21:00:00,Cheesecake,3,17.34741246,West,Cash,FALSE,Cloudy,22.35853498,Good,,52,In Store,Eric Fritz,"802 Jeffrey Camp
Jamesfort, MS 04114",+1-778-469-4170x46596,bradleytammy@example.org,Brittany Johnson,ccummings@example.net,Sunday,52.04223738
2023-01-22 22:00:00,Chocolate Cake,2,18.33331136,North,Credit Card,TRUE,Sunny,30.35934113,Good,Neutral,22,Online Order,Christopher Randall,"USNV Williams
FPO AA 35896",(897)271-3724,oarnold@example.org,Amy Jones,yolandagarcia@example.com,Sunday,36.66662272
2023-01-22 23:00:00,Pizza Beef Double decker,3,13.16758654,North,Online,FALSE,Rainy,27.70151746,Good,Negative,21,Online Order,Paula Mata,"5803 Carlos Harbors Apt. 583
Billshire, AL 41107",(929)838-4705x58963,robert04@example.com,Matthew Nelson,michael64@example.org,Sunday,39.50275961
2023-01-23 00:00:00,Cheesecake,2,8.066913291,North,Online,FALSE,Cloudy,29.75909785,Average,Positive,16,Online Order,Claire Graham,"43483 Sabrina Inlet Apt. 007
West Timothy, PR 52540",503-503-7874x4998,sextonstacey@example.org,Carla Burns,bakerbrittany@example.net,Monday,16.13382658
2023-01-23 01:00:00,Pizza Beef Double decker,3,8.829636148,South,Cash,TRUE,Sunny,33.34531119,Poor,Negative,44,Phone Order,Juan Ward,"3902 Garcia Brook Suite 686
Lake Josephtown, MD 80371",782-562-7188x28881,,Christopher Holland,pkane@example.net,Monday,26.48890844
2023-01-23 02:00:00,Cheesecake,5,9.435420111,West,Cash,FALSE,Rainy,,Poor,,27,Online Order,Aaron Morton,"05327 James Viaduct
Matthewstad, IA 77748",001-933-309-0032x505,,Kevin Mahoney,annafuller@example.com,Monday,47.17710055
2023-01-23 03:00:00,Pizza Pepperoni,5,13.90703721,North,Credit Card,TRUE,Rainy,33.51766435,Good,Positive,37,In Store,Tiffany Waters,"48531 Laura Stravenue Suite 558
Williammouth, AL 50114",915.716.8609x947,fernandezadam@example.net,David Everett,taylortyler@example.net,Monday,69.53518606
2023-01-23 04:00:00,Cheesecake,5,5.492144362,West,Credit Card,FALSE,Sunny,31.26003521,Good,Negative,43,In Store,Jessica Carson,"8342 Julia Trail
Stephanieberg, DC 84385",3525259935,twu@example.org,Matthew Knox,iwalker@example.com,Monday,27.46072181
2023-01-23 05:00:00,Chocolate Cake,4,14.54063703,East,Online,FALSE,Rainy,27.32907389,Good,Neutral,52,In Store,Bobby Bishop,"5944 Watson Motorway Apt. 542
North Jimmy, MP 50944",(982)673-1864,johngill@example.net,Brittney Doyle,leejustin@example.com,Monday,58.16254813
2023-01-23 06:00:00,Cheesecake,1,10.46531358,East,Credit Card,TRUE,Cloudy,29.04833203,Poor,Negative,51,Online Order,Marissa Harris,"7279 Sanchez Groves
Port Brian, GU 25573",001-992-653-8533,cherryjason@example.com,Kathryn Smith,james34@example.net,Monday,10.46531358
2023-01-23 07:00:00,Vanilla Cake,5,9.428627037,North,Cash,FALSE,Sunny,24.88371699,Poor,Positive,34,Online Order,Joshua Patterson,"81434 Lane Street
Averyville, ND 86786",+1-989-611-5996x5826,hjohnson@example.net,Michelle Wilson,jerry40@example.org,Monday,47.14313519
2023-01-23 08:00:00,Pizza Pepperoni,2,18.19244856,West,Cash,FALSE,Rainy,34.7539595,Good,Positive,47,Phone Order,Carla Gillespie,"5329 Duane Street
East Charles, MS 91917",590.450.3352x47705,davidhammond@example.org,Mrs. Stacy Cunningham,mary86@example.net,Monday,36.38489712
2023-01-23 09:00:00,Chocolate Cake,5,11.90003593,North,Cash,FALSE,Rainy,30.01026745,Average,Positive,43,Phone Order,Veronica Wilson,"3727 Caldwell Branch
East Theresa, HI 25615",+1-332-343-9683x8214,zamoralinda@example.com,Stephanie Harrington,shepardtiffany@example.net,Monday,59.50017967
2023-01-23 10:00:00,Carrot Cake,4,6.425795683,East,Cash,FALSE,Sunny,20.65770279,Excellent,Negative,29,In Store,Matthew Figueroa,"366 Jennifer Burg
New Mollystad, MS 60748",001-381-321-0399x774,gjones@example.com,Courtney Schmitt,lnavarro@example.org,Monday,25.70318273
2023-01-23 11:00:00,Chocolate Cake,2,17.40120152,North,Cash,FALSE,Sunny,24.89932859,Excellent,Neutral,37,Phone Order,Catherine Dixon,"5723 Joyce Squares Apt. 631
East Troytown, IN 98967",001-933-770-2267x873,wallsjessica@example.org,Terry Schmidt,zunigaian@example.org,Monday,34.80240304
2023-01-23 12:00:00,Vanilla Cake,4,5.714618862,West,Online,FALSE,Sunny,29.34971651,Excellent,Positive,56,Phone Order,Sara Cross,"9454 Megan Gateway Suite 344
West Hollystad, MS 16208",+1-279-279-7527x17708,michealkaiser@example.org,Deborah Cohen,sfrancis@example.com,Monday,22.85847545
2023-01-23 13:00:00,Pizza Pepperoni,2,15.90123836,East,Online,FALSE,Sunny,20.84499917,Poor,Neutral,17,In Store,Scott Martin,"1546 Jason View Suite 419
West Heather, HI 88607",(873)735-4192,coffeypamela@example.net,Dr. Matthew Graham,tina22@example.net,Monday,31.80247673
2023-01-23 14:00:00,Carrot Cake,3,16.60859333,South,Cash,FALSE,Cloudy,20.35826287,Poor,Positive,51,Online Order,Todd Little,"602 Burton Gateway Apt. 909
Figueroaport, PA 32682",001-227-793-2473x83724,owensdylan@example.com,David Strong,michelle16@example.net,Monday,49.82577998
2023-01-23 15:00:00,Vanilla Cake,1,10.28903909,East,Credit Card,TRUE,Sunny,26.75036359,Excellent,Neutral,43,Phone Order,Barbara Thompson,"4126 John Place Apt. 089
Hernandezberg, TN 65706",927-582-8990,robert14@example.org,Bradley Lynch,blake18@example.net,Monday,10.28903909
2023-01-23 16:00:00,Vanilla Cake,1,17.37181784,South,Cash,TRUE,Cloudy,24.9903527,Excellent,Neutral,59,Online Order,Derrick Marshall,"479 Edward Burgs
Rachelfurt, NY 49428",6406602404,judith72@example.com,William Bray,,Monday,17.37181784
2023-01-23 17:00:00,Pizza Margherita,4,12.73489109,North,Online,FALSE,Cloudy,26.57447912,Average,Neutral,22,In Store,Lisa Rogers,"3319 John Unions Suite 459
Lake Jamesstad, IN 67331",289.452.2892x670,angela20@example.net,Dawn Morales,stephanie92@example.com,Monday,50.93956435
2023-01-23 18:00:00,Pizza Pepperoni,1,11.9494048,North,Cash,FALSE,Sunny,23.94039965,Poor,,36,In Store,Frank Cook,"409 Giles Overpass
North Charles, PA 24473",985.853.5376x9652,gloriabrowning@example.org,Darlene Romero,ocrawford@example.org,Monday,11.9494048
2023-01-23 19:00:00,Chocolate Cake,4,5.681049222,West,Online,TRUE,Cloudy,,Poor,Negative,43,Phone Order,Annette Young,"827 Gonzalez Courts Apt. 504
East Frankfurt, LA 48427",(357)394-7292,brendaroberts@example.net,Jeffery Patel,byrdchris@example.net,Monday,22.72419689
2023-01-23 20:00:00,Pizza Beef Double decker,4,9.350437905,South,Online,FALSE,Sunny,30.33715035,Excellent,Negative,16,In Store,Morgan Simon,"4716 Hall Crescent
Port Laurastad, FL 79041",3346338211,myerskaren@example.net,Donald Willis,dmyers@example.com,Monday,37.40175162
2023-01-23 21:00:00,Pizza Beef Double decker,4,18.96514956,North,Cash,TRUE,Sunny,27.71856674,Average,Negative,55,In Store,Mr. Derek Morris,"6498 Franco Coves
Port Joshua, TN 83447",736.571.7720x099,kedwards@example.net,Donna Steele,travis47@example.com,Monday,75.86059825
2023-01-23 22:00:00,Chocolate Cake,1,10.87735945,South,Cash,TRUE,Rainy,23.00231317,Average,Neutral,59,In Store,Deanna Rodriguez,"41424 Williams Throughway Suite 692
Suzanneville, PW 25454",763.978.4772,heatherbrown@example.org,Michael Bennett,,Monday,10.87735945
2023-01-23 23:00:00,Chocolate Cake,4,13.20050781,North,Credit Card,TRUE,Sunny,24.79384139,Excellent,Positive,15,Phone Order,David Stafford,"346 Heather Lock Suite 833
Jenniferstad, MD 85805",4469660975,gutierrezsteven@example.net,Brittany Davis,kcurtis@example.com,Monday,52.80203123
2023-01-24 00:00:00,Pizza Pepperoni,1,12.98032518,East,Online,FALSE,Rainy,,Excellent,Neutral,58,Phone Order,Marc Todd,"26943 Jones Fall
New Stephanie, FL 61448",001-937-530-7578,ethomas@example.net,Jimmy Woods,,Tuesday,12.98032518
2023-01-24 01:00:00,Chocolate Cake,4,13.85646635,North,Credit Card,FALSE,Cloudy,21.08344022,Poor,Positive,34,Phone Order,Scott Bell,"67690 King River Suite 644
New David, MS 57819",+1-440-531-5049,peggy52@example.com,Shannon Hardin,hbecker@example.net,Tuesday,55.42586539
2023-01-24 02:00:00,Pizza Margherita,5,5.919964335,West,Cash,FALSE,Rainy,22.21179514,Excellent,Neutral,35,In Store,Kevin James,"646 Knight Glen
Davidbury, OR 78305",(353)415-2903x72217,jacobdavis@example.com,Michael Tran,,Tuesday,29.59982167
2023-01-24 03:00:00,Carrot Cake,4,10.43264382,East,Online,TRUE,Cloudy,21.09868406,Good,,51,Online Order,Corey Collins,"1385 Thompson Locks Apt. 595
South Staceymouth, CO 83143",269-277-2771x0144,mark71@example.net,Rebecca King,zimmermanjustin@example.net,Tuesday,41.73057529
2023-01-24 04:00:00,Chocolate Cake,2,15.84692411,West,Credit Card,TRUE,Sunny,32.18475999,Average,Positive,22,In Store,Keith Payne,"446 Matthew Ways
East Stephanie, IL 40826",814-966-6328x59884,bryanoneal@example.com,Kevin Mendez,aprince@example.net,Tuesday,31.69384822
2023-01-24 05:00:00,Pizza Beef Double decker,4,8.008403766,East,Credit Card,TRUE,Cloudy,,Excellent,Positive,41,Phone Order,Thomas Patel,"145 Davis River Apt. 811
North Alanmouth, MP 01626",+1-237-849-2040x83034,sabrinaramirez@example.net,Dennis Taylor,gregory92@example.org,Tuesday,32.03361506
2023-01-24 06:00:00,Chocolate Cake,3,8.053675663,South,Credit Card,FALSE,Cloudy,31.29969398,Good,Neutral,49,Online Order,Victoria Moore,"476 Desiree Grove
Karentown, FM 74269",+1-694-814-8887,,Robert Campbell,paul49@example.org,Tuesday,24.16102699
2023-01-24 07:00:00,Pizza Margherita,4,5.1513591,West,Cash,TRUE,Sunny,30.74488015,Average,Negative,20,Online Order,Dawn Day,"23657 Parker Club
Andersonburgh, IL 28245",344.485.3471,robert65@example.org,Tonya Harris,carlpadilla@example.com,Tuesday,20.6054364
